Magnitude,Location,Latitude,Longitude,Depth (km),Date,EventId,Event URL
2.6,"64km S of Larsen Bay, Alaska",56.9664,-154.1183,27.4,18-09-2012 03:26,ak10561285,http://earthquake.usgs.gov/earthquakes/eventpage/ak10561285
5.2,"97km SSW of Biha, Indonesia",-6.1732,103.7882,10.01,18-09-2012 03:23,usc000cqzk,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cqzk
3.4,"65km S of Larsen Bay, Alaska",56.9529,-154.1015,38.5,18-09-2012 01:52,ak10561263,http://earthquake.usgs.gov/earthquakes/eventpage/ak10561263
5.1,"91km E of Bitung, Indonesia",1.4052,126.0026,22.25,18-09-2012 01:46,usc000cqz5,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cqz5
5.1,"55km SSW of Larsen Bay, Alaska",56.9366,-154.142,38.6,18-09-2012 01:44,ak10561248,http://earthquake.usgs.gov/earthquakes/eventpage/ak10561248
4.4,"204km SSW of Severo-Kuril'sk, Russia",49.0617,154.7698,80.12,18-09-2012 00:52,usc000cqyd,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cqyd
2.5,"3km W of Puerto Real, Puerto Rico",18.0785,-67.2226,33,18-09-2012 00:20,pr12262000,http://earthquake.usgs.gov/earthquakes/eventpage/pr12262000
4.3,"28km ESE of Mengmeng, China",23.3343,100.0449,15.01,17-09-2012 23:28,usc000cqxm,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cqxm
2.5,"28km N of Kernville, California",36.007,-118.4032,5.2,17-09-2012 23:20,ci15217225,http://earthquake.usgs.gov/earthquakes/eventpage/ci15217225
2.6,"52km ESE of Semisopochnoi Island, Alaska",51.7845,-179.6812,16.6,17-09-2012 21:21,ak10561000,http://earthquake.usgs.gov/earthquakes/eventpage/ak10561000
2.5,"7km NW of El Sauzal, Mexico",31.9375,-116.7435,10,17-09-2012 21:18,ci15217201,http://earthquake.usgs.gov/earthquakes/eventpage/ci15217201
5,"41km ENE of Port-Olry, Vanuatu",-14.9021,167.409,146.89,17-09-2012 21:15,usa000f46i,http://earthquake.usgs.gov/earthquakes/eventpage/usa000f46i
2.8,"41km NE of Soledad, California",36.6437,-120.9488,9.6,17-09-2012 21:12,nc71843815,http://earthquake.usgs.gov/earthquakes/eventpage/nc71843815
2.6,"116km NW of Talkeetna, Alaska",63.0336,-151.7684,8.1,17-09-2012 20:26,ak10560971,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560971
5.4,"18km S of Kimbe, Papua New Guinea",-5.7173,150.1193,92.68,17-09-2012 20:07,usc000cqr6,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cqr6
3.1,"108km NNE of Atka, Alaska",53.0351,-173.3885,206.5,17-09-2012 19:29,ak10560943,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560943
5,"22km NNE of Miyako, Japan",39.8082,142.0836,36.71,17-09-2012 19:09,usc000cqmw,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cqmw
3.1,"76km NNW of San Antonio, Puerto Rico",19.0765,-67.4925,25,17-09-2012 16:18,pr12261005,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261005
4.6,Norwegian Sea,72.4718,2.7458,10,17-09-2012 16:08,us2012fqam,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fqam
2.5,"100km N of Road Town, British Virgin Islands",19.3192,-64.7106,7,17-09-2012 15:44,pr12261006,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261006
4.8,"245km S of Sidorukun, Indonesia",-10.7855,113.8118,12.2,17-09-2012 14:19,us2012fqak,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fqak
2.5,"10km NNE of Road Town, British Virgin Islands",18.5048,-64.5743,49,17-09-2012 14:02,pr12261007,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261007
4.7,"266km S of Sidorukun, Indonesia",-10.9675,113.7358,10,17-09-2012 13:27,us2012fqaj,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fqaj
2.9,"38km NNW of Anchor Point, Alaska",60.0949,-152.1217,66.1,17-09-2012 12:55,ak10560844,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560844
2.8,"17km SW of Leilani Estates, Hawaii",19.3498,-155.0272,8.4,17-09-2012 12:10,hv60399721,http://earthquake.usgs.gov/earthquakes/eventpage/hv60399721
3.2,"142km NNE of Road Town, British Virgin Islands",19.6595,-64.2488,12,17-09-2012 09:51,pr12261004,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261004
3.4,"245km SSE of Amukta Island, Alaska",50.3763,-170.2196,26.1,17-09-2012 09:31,ak10560832,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560832
3.1,"98km N of Road Town, British Virgin Islands",19.3038,-64.5166,15,17-09-2012 09:25,pr12261003,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261003
3.1,"85km NNW of Road Town, British Virgin Islands",19.1364,-64.9172,50,17-09-2012 09:20,pr12261002,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261002
4.3,"33km S of Mincivan, Azerbaijan",38.7265,46.7174,9.99,17-09-2012 07:05,usc000cq9h,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq9h
3.4,"102km S of Point Hope, Alaska",67.443,-167.1008,20,17-09-2012 07:04,ak10562206,http://earthquake.usgs.gov/earthquakes/eventpage/ak10562206
3.1,"111km N of Shishmaref, Alaska",67.2397,-166.5242,20,17-09-2012 05:51,ak10562205,http://earthquake.usgs.gov/earthquakes/eventpage/ak10562205
2.8,"42km WSW of Trinidad, Colorado",37.0004,-104.9291,4.93,17-09-2012 05:30,usc000cq8s,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq8s
3.1,"135km N of Road Town, British Virgin Islands",19.6329,-64.4487,13,17-09-2012 04:19,pr12261001,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261001
4.6,"82km SSE of Kushiro, Japan",42.3376,144.8821,45.74,17-09-2012 03:08,usc000cq7t,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq7t
3.3,"114km WSW of Port Orford, Oregon",42.4642,-125.8368,9.98,17-09-2012 02:50,usc000cq7j,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq7j
2.6,"1km NW of Coto Norte, Puerto Rico",18.4386,-66.4469,81,17-09-2012 02:28,pr12261000,http://earthquake.usgs.gov/earthquakes/eventpage/pr12261000
4.4,"135km SSW of Firuzabad, Iran",27.69,52.1,46,17-09-2012 02:13,us2012fqad,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fqad
2.9,"119km WSW of Port Orford, Oregon",42.4211,-125.8804,10.02,17-09-2012 01:59,usc000cq72,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq72
4.4,"178km SSW of Severo-Kuril'sk, Russia",49.3119,154.8311,85.48,17-09-2012 01:29,usc000cq6x,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq6x
3.1,"146km WNW of Haines Junction, Canada",61.0544,-140.1429,0.2,17-09-2012 00:51,ak10560746,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560746
4.4,"95km S of La Libertad, El Salvador",12.643,-89.1507,35.26,16-09-2012 23:22,usc000cq62,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq62
2.8,"31km WSW of Trinidad, Colorado",37.0625,-104.8335,4.98,16-09-2012 23:15,usc000cq5u,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq5u
4.8,"90km NE of San Isidro, Philippines",10.5094,126.7389,73,16-09-2012 22:09,usc000cq5b,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq5b
4.5,"208km WNW of Saumlaki, Indonesia",-7.0192,129.6728,134.61,16-09-2012 21:46,usc000cq4r,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq4r
5.3,"91km NE of San Isidro, Philippines",10.5908,126.676,49.52,16-09-2012 21:46,usc000cq5d,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq5d
2.8,"73km N of Loiza, Puerto Rico",19.0897,-65.7799,12,16-09-2012 21:04,pr12260054,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260054
3.3,"153km NNE of Road Town, British Virgin Islands",19.746,-64.1887,18,16-09-2012 20:54,pr12260034,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260034
4,"47km S of Adak, Alaska",51.4555,-176.5483,37.6,16-09-2012 20:49,ak10560714,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560714
3.2,"149km NNE of Road Town, British Virgin Islands",19.721,-64.259,17,16-09-2012 20:43,pr12260053,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260053
3.5,"36km NW of Atka, Alaska",52.4383,-174.557,224.2,16-09-2012 19:13,ak10560711,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560711
3.2,"151km NNE of Road Town, British Virgin Islands",19.7248,-64.1901,19,16-09-2012 19:12,pr12260031,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260031
2.5,"3km ENE of Las Marias, Puerto Rico",18.3078,-67.1153,15,16-09-2012 19:10,pr12260036,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260036
2.9,"7km WSW of Cobb, California",38.8077,-122.8103,0.7,16-09-2012 18:54,nc71843220,http://earthquake.usgs.gov/earthquakes/eventpage/nc71843220
3.4,"4km SW of Cobb, California",38.7927,-122.7665,3.3,16-09-2012 18:53,nc71843215,http://earthquake.usgs.gov/earthquakes/eventpage/nc71843215
4.5,"90km S of La Libertad, El Salvador",12.6743,-89.2029,51.06,16-09-2012 18:33,usc000cq35,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cq35
3.6,"136km NNE of Road Town, British Virgin Islands",19.6215,-64.3298,48,16-09-2012 17:58,pr12260027,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260027
3,"143km NNE of Road Town, British Virgin Islands",19.6793,-64.3031,25,16-09-2012 16:46,pr12260052,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260052
4.8,"227km SSE of Sinabang, Indonesia",0.4962,96.9279,25.4,16-09-2012 16:17,us2012fpau,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fpau
2.6,"137km NNE of Road Town, British Virgin Islands",19.6326,-64.3563,25,16-09-2012 16:07,pr12260051,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260051
3,"141km NNE of Road Town, British Virgin Islands",19.663,-64.3229,24,16-09-2012 15:42,pr12260050,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260050
4.9,"238km S of Sidorukun, Indonesia",-10.7344,113.8599,15.2,16-09-2012 15:32,us2012fpat,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fpat
2.9,"35km SSE of Boca de Yuma, Dominican Republic",18.0715,-68.5215,112,16-09-2012 15:15,pr12260026,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260026
4.3,"137km NNE of Road Town, British Virgin Islands",19.596,-64.2007,70,16-09-2012 14:52,pr12260024,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260024
4.7,Reykjanes Ridge,58.0682,-32.1794,10,16-09-2012 14:30,us2012fpb7,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fpb7
3,"147km NNE of Road Town, British Virgin Islands",19.718,-64.2993,18,16-09-2012 14:09,pr12260025,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260025
3.2,"136km NNE of Road Town, British Virgin Islands",19.6138,-64.2985,58,16-09-2012 14:06,pr12260023,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260023
4.3,"265km S of Sidorukun, Indonesia",-10.9454,113.6688,10,16-09-2012 13:13,us2012fpaq,http://earthquake.usgs.gov/earthquakes/eventpage/us2012fpaq
5,"78km WNW of Neiafu, Tonga",-18.4246,-174.6928,124.7,16-09-2012 13:02,usc000cpz6,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpz6
5,"209km W of Abepura, Indonesia",-2.7112,138.6992,52.86,16-09-2012 12:50,usc000cpyw,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpyw
2.9,"149km NNE of Road Town, British Virgin Islands",19.7198,-64.2465,39,16-09-2012 12:13,pr12260049,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260049
4,"129km NNE of Road Town, British Virgin Islands",19.5151,-64.1938,81,16-09-2012 12:04,pr12260017,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260017
2.8,"56km N of Loiza, Puerto Rico",18.9333,-65.7839,5,16-09-2012 11:49,pr12260022,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260022
2.6,"68km NNW of Charlotte Amalie, U.S. Virgin Islands",18.9153,-65.1638,63,16-09-2012 11:35,pr12260048,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260048
2.8,"2km NE of Little Sitkin Island, Alaska",51.9611,178.5272,2.9,16-09-2012 11:25,ak10560582,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560582
2.8,"101km WSW of Fort Yukon, Alaska",66.3634,-147.4853,20.1,16-09-2012 10:52,ak10560577,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560577
2.8,"75km N of Loiza, Puerto Rico",19.1131,-65.8134,38,16-09-2012 10:32,pr12260047,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260047
3,"65km N of Suarez, Puerto Rico",19.0217,-65.7882,8,16-09-2012 10:28,pr12260021,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260021
2.5,"27km N of Road Town, British Virgin Islands",18.669,-64.6289,10,16-09-2012 10:27,pr12260020,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260020
2.6,"72km NNW of Road Town, British Virgin Islands",19.0445,-64.817,52,16-09-2012 10:24,pr12260046,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260046
2.9,"156km N of Road Town, British Virgin Islands",19.8129,-64.374,34,16-09-2012 10:22,pr12260045,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260045
2.7,"65km N of Loiza, Puerto Rico",19.0186,-65.8421,45,16-09-2012 10:17,pr12260044,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260044
3.1,"136km N of Road Town, British Virgin Islands",19.6285,-64.3703,15,16-09-2012 10:13,pr12260019,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260019
2.8,"63km N of Loiza, Puerto Rico",19.0051,-65.8315,19,16-09-2012 10:12,pr12260018,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260018
3.2,"59km N of Loiza, Puerto Rico",18.9668,-65.8315,10,16-09-2012 10:09,pr12260016,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260016
2.7,"64km N of Loiza, Puerto Rico",19.0074,-65.8135,5,16-09-2012 10:08,pr12260013,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260013
3,"72km N of Loiza, Puerto Rico",19.0825,-65.8097,17,16-09-2012 10:06,pr12260011,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260011
2.8,"64km N of Vieques, Puerto Rico",19.0069,-65.7624,8,16-09-2012 10:05,pr12260010,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260010
2.6,"73km N of Loiza, Puerto Rico",19.0921,-65.8359,18,16-09-2012 10:04,pr12260008,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260008
3.3,"63km N of Suarez, Puerto Rico",19.0002,-65.7705,65,16-09-2012 10:00,pr12260014,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260014
2.9,"72km N of Suarez, Puerto Rico",19.0865,-65.7891,44,16-09-2012 09:59,pr12260012,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260012
2.7,"75km N of Loiza, Puerto Rico",19.1075,-65.7778,35,16-09-2012 09:55,pr12260042,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260042
3,"69km N of Loiza, Puerto Rico",19.0611,-65.865,25,16-09-2012 09:54,pr12260043,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260043
3.1,"70km N of Loiza, Puerto Rico",19.0708,-65.8326,13,16-09-2012 09:47,pr12260009,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260009
2.9,"67km N of Suarez, Puerto Rico",19.0436,-65.8261,13,16-09-2012 09:47,pr12260007,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260007
2.9,"142km NNE of Road Town, British Virgin Islands",19.6672,-64.2985,24,16-09-2012 09:34,pr12260041,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260041
3.3,"115km NNE of Road Town, British Virgin Islands",19.326,-64.0876,93,16-09-2012 09:06,pr12260039,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260039
3,"228km W of Ferndale, California",40.2717,-126.9297,10,16-09-2012 08:26,nc71843000,http://earthquake.usgs.gov/earthquakes/eventpage/nc71843000
4.5,"53km SW of Puerto Madero, Mexico",14.3372,-92.7307,35,16-09-2012 08:25,usc000cpxf,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpxf
2.9,"18km SE of Adak, Alaska",51.754,-176.4941,70.3,16-09-2012 08:05,ak10560556,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560556
4.4,"10km NNW of Imamoglu, Turkey",37.3512,35.6095,16.97,16-09-2012 07:54,usc000cpx1,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpx1
3.1,"124km N of Brenas, Puerto Rico",19.5916,-66.248,16,16-09-2012 07:41,pr12260040,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260040
2.6,"80km NNE of Luquillo, Puerto Rico",19.0345,-65.4012,14,16-09-2012 07:28,pr12260038,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260038
3,"141km NNE of Road Town, British Virgin Islands",19.6231,-64.1785,69,16-09-2012 07:13,pr12260037,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260037
3.3,"47km NE of Road Town, British Virgin Islands",18.7171,-64.2922,44,16-09-2012 06:57,pr12260006,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260006
2.8,"138km NNE of Road Town, British Virgin Islands",19.5559,-64.0798,63,16-09-2012 06:54,pr12260035,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260035
2.7,"74km N of Charlotte Amalie, U.S. Virgin Islands",19.0055,-65.0213,31,16-09-2012 06:28,pr12260004,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260004
4.9,Off the west coast of northern Sumatra,3.6188,90.166,9.99,16-09-2012 06:07,usc000cpwc,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpwc
5.2,"8km W of Nicoya, Costa Rica",10.1417,-85.5263,24.26,16-09-2012 05:51,usc000cpw2,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpw2
3.4,"131km NNE of Road Town, British Virgin Islands",19.5575,-64.2605,70,16-09-2012 05:40,pr12260002,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260002
2.8,"133km NNE of Road Town, British Virgin Islands",19.5513,-64.1989,68,16-09-2012 05:07,pr12260032,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260032
2.6,"133km NNE of Road Town, British Virgin Islands",19.568,-64.254,68,16-09-2012 04:56,pr12260030,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260030
3,"130km NNE of Road Town, British Virgin Islands",19.5275,-64.1905,72,16-09-2012 04:46,pr12260003,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260003
3.7,"138km N of Road Town, British Virgin Islands",19.6487,-64.3693,19,16-09-2012 04:14,pr12260001,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260001
2.6,"4km S of Pajaros, Puerto Rico",18.3306,-66.2143,57,16-09-2012 04:12,pr12260000,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260000
2.6,"8km WSW of Avenal, California",35.9783,-120.2173,20,16-09-2012 04:04,nc71842925,http://earthquake.usgs.gov/earthquakes/eventpage/nc71842925
3,"73km NW of Valdez, Alaska",61.542,-147.424,20.1,16-09-2012 03:38,ak10560496,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560496
2.7,"61km E of Maneadero, Mexico",31.7012,-115.9135,10,16-09-2012 02:38,ci15216297,http://earthquake.usgs.gov/earthquakes/eventpage/ci15216297
3,"143km N of Road Town, British Virgin Islands",19.6907,-64.375,23,16-09-2012 02:33,pr12260029,http://earthquake.usgs.gov/earthquakes/eventpage/pr12260029
4.6,"12km SW of Lata, Solomon Islands",-10.8031,165.758,102.72,16-09-2012 01:38,usc000cpur,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpur
4.2,"76km SSE of San Mateo del Mar, Mexico",15.542,-94.7799,34.98,16-09-2012 00:39,usc000cpub,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpub
3.2,"137km SW of Chirikof Island, Alaska",54.9264,-157.1045,34.7,16-09-2012 00:13,ak10560471,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560471
2.6,"63km N of Joshua Tree, California",34.7098,-116.2855,1.9,16-09-2012 00:09,ci15216225,http://earthquake.usgs.gov/earthquakes/eventpage/ci15216225
4.3,"22km SW of Desaguadero, Peru",-16.6904,-69.21,197.36,15-09-2012 23:41,usc000cpt6,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpt6
3,"4km WSW of Kalaoa, Hawaii",19.7032,-156.0157,34.8,15-09-2012 19:52,hv60398376,http://earthquake.usgs.gov/earthquakes/eventpage/hv60398376
2.7,"131km NNE of Road Town, British Virgin Islands",19.5692,-64.3011,57,15-09-2012 18:31,pr12259011,http://earthquake.usgs.gov/earthquakes/eventpage/pr12259011
2.9,"134km NNE of Road Town, British Virgin Islands",19.576,-64.2378,61,15-09-2012 18:27,pr12259012,http://earthquake.usgs.gov/earthquakes/eventpage/pr12259012
5.3,"242km S of Sidorukun, Indonesia",-10.7681,113.8744,30.6,15-09-2012 17:35,usc000cpmz,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpmz
5.6,"242km S of Sidorukun, Indonesia",-10.7709,113.8555,9.94,15-09-2012 16:32,usc000cplq,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cplq
4.7,"13km ESE of Hasaki, Japan",35.6878,140.9693,12.6,15-09-2012 16:09,usc000cpli,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpli
2.8,"40km E of Lima, Montana",44.6075,-112.0778,12,15-09-2012 15:43,mb12872093,http://earthquake.usgs.gov/earthquakes/eventpage/mb12872093
2.6,"63km NNW of Talkeetna, Alaska",62.8706,-150.4478,104.8,15-09-2012 15:30,ak10560328,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560328
3.2,"67km NNW of Charlotte Amalie, U.S. Virgin Islands",18.9302,-65.0866,48,15-09-2012 14:51,pr12259010,http://earthquake.usgs.gov/earthquakes/eventpage/pr12259010
2.9,"59km SSE of Little Sitkin Island, Alaska",51.4466,178.8066,33.4,15-09-2012 13:28,ak10560307,http://earthquake.usgs.gov/earthquakes/eventpage/ak10560307
2.6,"11km SE of Covelo, California",39.7087,-123.1653,5,15-09-2012 12:37,nc71842645,http://earthquake.usgs.gov/earthquakes/eventpage/nc71842645
2.9,"23km SSW of White Sulphur Springs, Montana",46.366,-111.0488,8,15-09-2012 12:21,mb12097289,http://earthquake.usgs.gov/earthquakes/eventpage/mb12097289
2.7,"20km S of Esperanza, Puerto Rico",17.9158,-65.4598,35,15-09-2012 10:54,pr12259009,http://earthquake.usgs.gov/earthquakes/eventpage/pr12259009
4.3,"30km SW of Arica, Chile",-18.647,-70.524,39.9,15-09-2012 10:39,usc000cpw3,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpw3
5.3,"22km ENE of Anito, Philippines",12.558,125.466,35,15-09-2012 10:26,usc000cpjt,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpjt
3.1,"62km E of Punta Cana, Dominican Republic",18.586,-67.8096,80,15-09-2012 09:52,pr12259008,http://earthquake.usgs.gov/earthquakes/eventpage/pr12259008
4.6,"51km NW of La Punta, Argentina",-32.8324,-66.6668,41.55,15-09-2012 09:37,usc000cpj4,http://earthquake.usgs.gov/earthquakes/eventpage/usc000cpj4
4.7,Kuril Islands,46.1639,152.9487,42.76,15-09-2012 08:43,usa000f3en,http://earthquake.usgs.gov/earthquakes/eventpage/usa000f3en
